# Athena++ data at time=6.120265e-01  cycle=35  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3     
0021 -1.22000e+00  3.00000e+00  3.00000e+00  4.20798e-09  0.00000e+00  0.00000e+00
0022 -1.18000e+00  3.00000e+00  3.00000e+00  4.25615e-08  0.00000e+00  0.00000e+00
0023 -1.14000e+00  3.00000e+00  3.00000e+00  3.67204e-07  0.00000e+00  0.00000e+00
0024 -1.10000e+00  2.99999e+00  2.99999e+00  2.69755e-06  0.00000e+00  0.00000e+00
0025 -1.06000e+00  2.99996e+00  2.99993e+00  1.68129e-05  0.00000e+00  0.00000e+00
0026 -1.02000e+00  2.99979e+00  2.99966e+00  8.84529e-05  0.00000e+00  0.00000e+00
0027 -9.80000e-01  2.99909e+00  2.99849e+00  3.90497e-04  0.00000e+00  0.00000e+00
0028 -9.40000e-01  2.99666e+00  2.99442e+00  1.43908e-03  0.00000e+00  0.00000e+00
0029 -9.00000e-01  2.98975e+00  2.98291e+00  4.41704e-03  0.00000e+00  0.00000e+00
0030 -8.60000e-01  2.97375e+00  2.95631e+00  1.13307e-02  0.00000e+00  0.00000e+00
0031 -8.20000e-01  2.94330e+00  2.90596e+00  2.45599e-02  0.00000e+00  0.00000e+00
0032 -7.80000e-01  2.89483e+00  2.82656e+00  4.58115e-02  0.00000e+00  0.00000e+00
0033 -7.40000e-01  2.82859e+00  2.71946e+00  7.52636e-02  0.00000e+00  0.00000e+00
0034 -7.00000e-01  2.74822e+00  2.59170e+00  1.11640e-01  0.00000e+00  0.00000e+00
0035 -6.60000e-01  2.65871e+00  2.45230e+00  1.53000e-01  0.00000e+00  0.00000e+00
0036 -6.20000e-01  2.56467e+00  2.30917e+00  1.97462e-01  0.00000e+00  0.00000e+00
0037 -5.80000e-01  2.46981e+00  2.16831e+00  2.43417e-01  0.00000e+00  0.00000e+00
0038 -5.40000e-01  2.37748e+00  2.03464e+00  2.89276e-01  0.00000e+00  0.00000e+00
0039 -5.00000e-01  2.29170e+00  1.91355e+00  3.32928e-01  0.00000e+00  0.00000e+00
0040 -4.60000e-01  2.21822e+00  1.81223e+00  3.71204e-01  0.00000e+00  0.00000e+00
0041 -4.20000e-01  2.16350e+00  1.73822e+00  3.99807e-01  0.00000e+00  0.00000e+00
0042 -3.80000e-01  2.13412e+00  1.69908e+00  4.17453e-01  0.00000e+00  0.00000e+00
0043 -3.40000e-01  2.11753e+00  1.67662e+00  4.21051e-01  0.00000e+00  0.00000e+00
0044 -3.00000e-01  2.12010e+00  1.68159e+00  4.26215e-01  0.00000e+00  0.00000e+00
0045 -2.60000e-01  2.11848e+00  1.67684e+00  4.24293e-01  0.00000e+00  0.00000e+00
0046 -2.20000e-01  2.11968e+00  1.68050e+00  4.24710e-01  0.00000e+00  0.00000e+00
0047 -1.80000e-01  2.11778e+00  1.67824e+00  4.23110e-01  0.00000e+00  0.00000e+00
0048 -1.40000e-01  2.11943e+00  1.67955e+00  4.23376e-01  0.00000e+00  0.00000e+00
0049 -1.00000e-01  2.11842e+00  1.67909e+00  4.23285e-01  0.00000e+00  0.00000e+00
0050 -6.00000e-02  2.11905e+00  1.68058e+00  4.23883e-01  0.00000e+00  0.00000e+00
0051 -2.00000e-02  2.11894e+00  1.68073e+00  4.23914e-01  0.00000e+00  0.00000e+00
0052  2.00000e-02  2.11851e+00  1.68083e+00  4.23948e-01  0.00000e+00  0.00000e+00
0053  6.00000e-02  2.11785e+00  1.68005e+00  4.23583e-01  0.00000e+00  0.00000e+00
0054  1.00000e-01  2.11694e+00  1.67946e+00  4.23323e-01  0.00000e+00  0.00000e+00
0055  1.40000e-01  2.11135e+00  1.67942e+00  4.23317e-01  0.00000e+00  0.00000e+00
0056  1.80000e-01  2.07702e+00  1.67972e+00  4.23445e-01  0.00000e+00  0.00000e+00
0057  2.20000e-01  1.95460e+00  1.68048e+00  4.23789e-01  0.00000e+00  0.00000e+00
0058  2.60000e-01  1.71426e+00  1.68078e+00  4.23945e-01  0.00000e+00  0.00000e+00
0059  3.00000e-01  1.48021e+00  1.68078e+00  4.23933e-01  0.00000e+00  0.00000e+00
0060  3.40000e-01  1.37648e+00  1.68050e+00  4.23805e-01  0.00000e+00  0.00000e+00
0061  3.80000e-01  1.35625e+00  1.67991e+00  4.23497e-01  0.00000e+00  0.00000e+00
0062  4.20000e-01  1.35488e+00  1.67955e+00  4.23313e-01  0.00000e+00  0.00000e+00
0063  4.60000e-01  1.35539e+00  1.67953e+00  4.23307e-01  0.00000e+00  0.00000e+00
0064  5.00000e-01  1.35694e+00  1.67969e+00  4.23383e-01  0.00000e+00  0.00000e+00
0065  5.40000e-01  1.35801e+00  1.68026e+00  4.23675e-01  0.00000e+00  0.00000e+00
0066  5.80000e-01  1.35833e+00  1.68069e+00  4.23893e-01  0.00000e+00  0.00000e+00
0067  6.20000e-01  1.35833e+00  1.68071e+00  4.23907e-01  0.00000e+00  0.00000e+00
0068  6.60000e-01  1.35826e+00  1.68064e+00  4.23868e-01  0.00000e+00  0.00000e+00
0069  7.00000e-01  1.35819e+00  1.68047e+00  4.23782e-01  0.00000e+00  0.00000e+00
0070  7.40000e-01  1.35822e+00  1.68045e+00  4.23770e-01  0.00000e+00  0.00000e+00
0071  7.80000e-01  1.35841e+00  1.68074e+00  4.23917e-01  0.00000e+00  0.00000e+00
0072  8.20000e-01  1.35856e+00  1.68098e+00  4.24040e-01  0.00000e+00  0.00000e+00
0073  8.60000e-01  1.35853e+00  1.68086e+00  4.23981e-01  0.00000e+00  0.00000e+00
0074  9.00000e-01  1.35489e+00  1.67329e+00  4.20116e-01  0.00000e+00  0.00000e+00
0075  9.40000e-01  1.31829e+00  1.59852e+00  3.80591e-01  0.00000e+00  0.00000e+00
0076  9.80000e-01  1.20337e+00  1.37085e+00  2.51007e-01  0.00000e+00  0.00000e+00
0077  1.02000e+00  1.07191e+00  1.12489e+00  9.17880e-02  0.00000e+00  0.00000e+00
0078  1.06000e+00  1.01297e+00  1.02183e+00  1.67254e-02  0.00000e+00  0.00000e+00
0079  1.10000e+00  1.00137e+00  1.00229e+00  1.76832e-03  0.00000e+00  0.00000e+00
0080  1.14000e+00  1.00010e+00  1.00017e+00  1.30369e-04  0.00000e+00  0.00000e+00
0081  1.18000e+00  1.00001e+00  1.00001e+00  7.48176e-06  0.00000e+00  0.00000e+00
0082  1.22000e+00  1.00000e+00  1.00000e+00  3.57690e-07  0.00000e+00  0.00000e+00
0083  1.26000e+00  1.00000e+00  1.00000e+00  1.49175e-08  0.00000e+00  0.00000e+00
0084  1.30000e+00  1.00000e+00  1.00000e+00  5.59266e-10  0.00000e+00  0.00000e+00
0085  1.34000e+00  1.00000e+00  1.00000e+00  1.91483e-11  0.00000e+00  0.00000e+00
0086  1.38000e+00  1.00000e+00  1.00000e+00  6.01801e-13  0.00000e+00  0.00000e+00
0087  1.42000e+00  1.00000e+00  1.00000e+00  1.74097e-14  0.00000e+00  0.00000e+00
0088  1.46000e+00  1.00000e+00  1.00000e+00  2.86186e-16  0.00000e+00  0.00000e+00
0089  1.50000e+00  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0090  1.54000e+00  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0091  1.58000e+00  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0092  1.62000e+00  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0093  1.66000e+00  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0094  1.70000e+00  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0095  1.74000e+00  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0096  1.78000e+00  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0097  1.82000e+00  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0098  1.86000e+00  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0099  1.90000e+00  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0100  1.94000e+00  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0101  1.98000e+00  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
